MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,34,144.29,23563.03,2,8.49,1.63,2092,8878.31,34
10002,Chinatown/Lower East Side,Manhattan,140,182.4,76755.41,6,7.82,3.21,4359,5679.08,140
10003,East Village/Gramercy/Greenwich Village,Manhattan,43,79.92,53801.62,1,1.86,1.28,3357,6239.59,43
10004,Financial District,Manhattan,6,164.36,3650.61,0,0.0,2.62,229,6272.92,6
10005,Financial District,Manhattan,11,131.01,8396.11,0,0.0,1.89,583,6943.69,11
10006,Financial District,Manhattan,9,260.28,3457.77,0,0.0,3.38,266,7692.82,9
10007,TriBeCa,Manhattan,6,72.73,8249.73,0,0.0,1.04,576,6982.05,6
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,59,100.43,58747.99,2,3.4,1.68,3513,5979.78,59
10010,Flatiron/Gramercy/Kips Bay,Manhattan,33,101.94,32371.86,-1,-3.09,1.56,2119,6545.81,33
10011,Chelsea,Manhattan,50,101.01,49500.52,6,12.12,1.41,3544,7159.52,50
10012,Greenwich Village/SoHo,Manhattan,21,87.57,23981.2,0,0.0,1.44,1459,6083.93,21
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,28,96.45,29031.09,0,0.0,1.22,2295,7905.32,28
10014,Hudson Square/Meatpacking District/West Village,Manhattan,41,132.07,31043.16,5,16.11,1.67,2456,7911.57,41
10016,Kips Bay/Murray Hill/NoMad,Manhattan,60,114.23,52524.35,0,0.0,1.64,3664,6975.81,60
10017,East Midtown/Murray Hill,Manhattan,11,68.21,16127.22,2,12.4,1.02,1076,6671.95,11
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,27,283.27,9531.44,2,20.98,2.57,1052,11037.16,27
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,34,83.68,40631.45,-4,-9.84,1.06,3219,7922.43,34
10021,Lenox Hill/Upper East Side,Manhattan,30,67.91,44175.61,-1,-2.26,0.92,3256,7370.58,30
10022,East Midtown,Manhattan,26,85.71,30334.8,2,6.59,1.17,2219,7315.03,26
10023,Lincoln Square,Manhattan,38,63.04,60274.81,2,3.32,0.99,3851,6389.07,38
10024,Upper West Side,Manhattan,57,99.41,57337.68,6,10.46,1.46,3893,6789.6,57
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,67,72.56,92333.47,5,5.42,1.0,6731,7289.88,67
10026,Central Harlem (South),Manhattan,54,138.4,39018.03,6,15.38,2.66,2032,5207.85,54
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,62,97.44,63631.04,8,12.57,1.68,3695,5806.91,62
10028,Upper East Side/Yorkville,Manhattan,31,63.07,49155.08,2,4.07,1.03,3021,6145.86,31
10029,East Harlem,Manhattan,78,98.93,78841.52,9,11.42,1.8,4335,5498.37,78
10030,Central Harlem (North),Manhattan,35,119.36,29321.91,3,10.23,2.54,1377,4696.15,35
10031,Hamilton Heights/West Harlem,Manhattan,73,120.55,60556.93,9,14.86,2.34,3122,5155.48,73
10032,Washington Heights (South),Manhattan,87,141.48,61492.57,9,14.64,2.7,3220,5236.4,87
10033,Washington Heights (North)/Washington Heights (South),Manhattan,67,113.16,59210.43,5,8.44,2.36,2836,4789.7,67
10034,Inwood/Washington Heights (North),Manhattan,51,118.4,43073.65,1,2.32,2.23,2283,5300.22,51
10035,East Harlem,Manhattan,79,229.47,34426.65,7,20.33,3.82,2067,6004.07,79
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,39,148.79,26211.25,3,11.45,2.02,1926,7347.99,39
10037,Central Harlem (North)/East Harlem,Manhattan,-1,-4.84,20649.62,-9,-43.58,-0.1,1028,4978.3,-1
10038,Chinatown/Financial District,Manhattan,9,40.82,22047.96,0,0.0,0.72,1245,5646.78,9
10039,Central Harlem (North)/Washington Heights (South),Manhattan,42,158.75,26457.52,5,18.9,3.55,1182,4467.54,42
10040,Washington Heights (North),Manhattan,59,131.67,44808.28,7,15.62,2.38,2479,5532.46,59
10044,Roosevelt Island,Manhattan,11,94.01,11700.29,1,8.55,1.61,683,5837.46,11
10065,Lenox Hill/Upper East Side,Manhattan,5,17.2,29061.49,1,3.44,0.23,2165,7449.72,5
10069,Lincoln Square,Manhattan,5,78.89,6338.13,0,0.0,1.31,383,6042.79,5
10075,Lenox Hill/Upper East Side,Manhattan,-13,-55.01,23634.14,-4,-16.92,-0.73,1777,7518.78,-13
10128,Upper East Side/Yorkville,Manhattan,39,63.57,61351.93,3,4.89,0.97,4032,6571.92,39
10280,Battery Park City,Manhattan,5,51.98,9618.7,0,0.0,1.27,395,4106.58,5
10282,Battery Park City,Manhattan,8,145.05,5515.44,0,0.0,3.0,267,4840.96,8
10301,Silver Lake/St. George,Staten Island,45,113.6,39613.55,5,12.62,2.38,1888,4766.05,45
10302,Elm Park,Staten Island,17,90.55,18773.99,1,5.33,2.45,694,3696.6,17
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,22,83.87,26231.66,1,3.81,2.18,1007,3838.87,22
10304,New Dorp/Todt Hill,Staten Island,41,96.59,42448.71,10,23.56,2.03,2015,4746.91,41
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,52,122.18,42560.99,2,4.7,2.94,1768,4154.04,52
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,47,87.55,53685.66,4,7.45,1.96,2400,4470.47,47
10307,Tottenville,Staten Island,27,177.46,15214.56,1,6.57,4.1,658,4324.8,27
