MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,20,84.88,23563.03,1,4.24,3.79,528,2240.8,20
10002,Chinatown/Lower East Side,Manhattan,100,130.28,76755.41,1,1.3,2.2,4505,5869.29,99
10003,East Village/Gramercy/Greenwich Village,Manhattan,22,40.89,53801.62,1,1.86,0.42,5184,9635.4,22
10004,Financial District,Manhattan,1,27.39,3650.61,0,0.0,0.65,153,4191.08,1
10005,Financial District,Manhattan,16,190.56,8396.11,0,0.0,3.16,507,6038.51,16
10006,Financial District,Manhattan,4,115.68,3457.77,0,0.0,3.36,119,3441.52,4
10007,TriBeCa,Manhattan,3,36.36,8249.73,0,0.0,0.79,378,4581.97,3
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,43,73.19,58747.99,0,0.0,1.03,4165,7089.6,43
10010,Flatiron/Gramercy/Kips Bay,Manhattan,29,89.58,32371.86,0,0.0,1.13,2575,7954.44,29
10011,Chelsea,Manhattan,30,60.61,49500.52,1,2.02,0.87,3319,6704.98,29
10012,Greenwich Village/SoHo,Manhattan,27,112.59,23981.2,0,0.0,1.23,2197,9161.34,27
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,21,72.34,29031.09,0,0.0,1.01,2079,7161.29,21
10014,Hudson Square/Meatpacking District/West Village,Manhattan,15,48.32,31043.16,0,0.0,0.68,2220,7151.33,15
10016,Kips Bay/Murray Hill/NoMad,Manhattan,37,70.44,52524.35,1,1.9,1.23,3000,5711.64,37
10017,East Midtown/Murray Hill,Manhattan,9,55.81,16127.22,0,0.0,1.0,903,5599.23,9
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,-34,-356.71,9531.44,0,0.0,3.43,-992,-10407.66,-34
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,32,78.76,40631.45,0,0.0,1.13,2821,6942.9,32
10021,Lenox Hill/Upper East Side,Manhattan,21,47.54,44175.61,1,2.26,0.78,2698,6107.44,21
10022,East Midtown,Manhattan,22,72.52,30334.8,1,3.3,1.44,1527,5033.82,22
10023,Lincoln Square,Manhattan,39,64.7,60274.81,-1,-1.66,1.16,3355,5566.17,39
10024,Upper West Side,Manhattan,37,64.53,57337.68,1,1.74,0.96,3853,6719.84,37
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,57,61.73,92333.47,2,2.17,0.92,6183,6696.38,57
10026,Central Harlem (South),Manhattan,40,102.52,39018.03,0,0.0,1.84,2173,5569.22,40
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,48,75.43,63631.04,0,0.0,1.27,3781,5942.07,48
10028,Upper East Side/Yorkville,Manhattan,32,65.1,49155.08,1,2.03,1.25,2639,5368.72,33
10029,East Harlem,Manhattan,95,120.49,78841.52,1,1.27,2.01,4718,5984.16,95
10030,Central Harlem (North),Manhattan,20,68.21,29321.91,2,6.82,1.34,1493,5091.76,20
10031,Hamilton Heights/West Harlem,Manhattan,77,127.15,60556.93,2,3.3,2.54,3032,5006.86,77
10032,Washington Heights (South),Manhattan,87,141.48,61492.57,1,1.63,3.01,2919,4746.91,88
10033,Washington Heights (North)/Washington Heights (South),Manhattan,72,121.6,59210.43,1,1.69,2.28,3152,5323.39,72
10034,Inwood/Washington Heights (North),Manhattan,60,139.3,43073.65,1,2.32,3.01,1996,4633.92,60
10035,East Harlem,Manhattan,35,101.67,34426.65,2,5.81,1.79,1950,5664.22,35
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,21,80.12,26211.25,0,0.0,1.12,1870,7134.34,21
10037,Central Harlem (North)/East Harlem,Manhattan,21,101.7,20649.62,2,9.69,2.46,855,4140.51,21
10038,Chinatown/Financial District,Manhattan,17,77.1,22047.96,0,0.0,1.36,1248,5660.39,17
10039,Central Harlem (North)/Washington Heights (South),Manhattan,41,154.97,26457.52,2,7.56,2.8,1462,5525.84,41
10040,Washington Heights (North),Manhattan,66,147.29,44808.28,1,2.23,2.5,2596,5793.57,65
10044,Roosevelt Island,Manhattan,8,68.37,11700.29,0,0.0,1.28,626,5350.29,8
10065,Lenox Hill/Upper East Side,Manhattan,18,61.94,29061.49,0,0.0,0.95,1891,6506.89,18
10069,Lincoln Square,Manhattan,5,78.89,6338.13,0,0.0,0.92,543,8567.2,5
10075,Lenox Hill/Upper East Side,Manhattan,13,55.01,23634.14,0,0.0,0.82,1588,6719.09,13
10128,Upper East Side/Yorkville,Manhattan,20,32.6,61351.93,0,0.0,0.51,3919,6387.74,20
10280,Battery Park City,Manhattan,2,20.79,9618.7,0,0.0,0.4,503,5229.4,2
10282,Battery Park City,Manhattan,5,90.65,5515.44,0,0.0,1.95,256,4641.52,5
10301,Silver Lake/St. George,Staten Island,42,106.02,39613.55,1,2.52,2.29,1835,4632.25,42
10302,Elm Park,Staten Island,22,117.18,18773.99,0,0.0,3.02,728,3877.71,22
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,23,87.68,26231.66,1,3.81,2.03,1134,4323.02,23
10304,New Dorp/Todt Hill,Staten Island,68,160.19,42448.71,1,2.36,3.42,1986,4678.59,68
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,42,98.68,42560.99,0,0.0,2.73,1537,3611.29,42
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,49,91.27,53685.66,1,1.86,2.08,2355,4386.65,49
10307,Tottenville,Staten Island,8,52.58,15214.56,0,0.0,1.54,519,3411.21,8
10308,Great Kills,Staten Island,23,77.61,29635.33,0,0.0,1.87,1230,4150.45,23
10309,Charleston/Prince's Bay/Woodrow,Staten Island,19,57.57,33004.98,1,3.03,1.52,1253,3796.4,19
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,20,83.78,23870.96,0,0.0,2.01,995,4168.24,20
10312,Annadale/Rossville,Staten Island,44,72.96,60304.33,0,0.0,1.76,2494,4135.69,44
10314,Bloomfield/Freshkills Park,Staten Island,100,110.09,90834.29,0,0.0,2.53,3945,4343.07,100
10451,Concourse/Melrose,Bronx,76,159.27,47718.77,3,6.29,3.11,2441,5115.39,76
10452,Concourse/Highbridge,Bronx,138,179.14,77035.04,5,6.49,3.53,3856,5005.51,136
10453,Morris Heights/Mount Hope/University Heights,Bronx,130,160.13,81184.04,1,1.23,3.44,3718,4579.72,128
10454,Mott Haven/Port Morris,Bronx,45,117.73,38223.41,1,2.62,3.25,1385,3623.43,45
10455,Mott Haven,Bronx,66,156.49,42174.38,1,2.37,3.08,2142,5078.91,66
10456,Claremont/Morrisania,Bronx,107,114.51,93441.91,2,2.14,2.83,3815,4082.75,108
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,81,108.46,74685.06,2,2.68,2.68,2950,3949.92,79
10458,Belmont/Fordham University/Kingsbridge,Bronx,132,157.5,83807.74,0,0.0,3.71,3582,4274.07,133
10459,Charlotte Gardens/Hunts Point,Bronx,55,113.74,48354.56,0,0.0,2.17,2539,5250.8,55
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,88,146.49,60073.25,1,1.66,3.17,2772,4614.37,88
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,32,64.67,49479.56,3,6.06,1.27,2450,4951.54,31
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,107,138.36,77332.41,1,1.29,3.1,3392,4386.26,105
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,80,112.22,71287.33,2,2.81,2.35,3362,4716.13,79
10464,City Island,Bronx,4,91.89,4353.16,0,0.0,2.44,164,3767.38,4
