MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,6,25.46,23563.03,0,0.0,1.27,474,2011.63,6
10002,Chinatown/Lower East Side,Manhattan,24,31.27,76755.41,0,0.0,2.36,1015,1322.38,24
10003,East Village/Gramercy/Greenwich Village,Manhattan,8,14.87,53801.62,0,0.0,1.02,786,1460.92,8
10004,Financial District,Manhattan,1,27.39,3650.61,0,0.0,1.67,60,1643.56,1
10005,Financial District,Manhattan,5,59.55,8396.11,0,0.0,3.94,127,1512.61,5
10006,Financial District,Manhattan,1,28.92,3457.77,0,0.0,2.13,47,1359.26,1
10007,TriBeCa,Manhattan,2,24.24,8249.73,0,0.0,1.5,133,1612.17,2
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,18,30.64,58747.99,0,0.0,1.88,960,1634.1,18
10010,Flatiron/Gramercy/Kips Bay,Manhattan,2,6.18,32371.86,0,0.0,0.42,473,1461.15,2
10011,Chelsea,Manhattan,14,28.28,49500.52,0,0.0,1.68,835,1686.85,14
10012,Greenwich Village/SoHo,Manhattan,7,29.19,23981.2,0,0.0,1.88,373,1555.39,7
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,7,24.11,29031.09,0,0.0,1.26,556,1915.19,7
10014,Hudson Square/Meatpacking District/West Village,Manhattan,4,12.89,31043.16,0,0.0,0.76,524,1687.97,4
10016,Kips Bay/Murray Hill/NoMad,Manhattan,5,9.52,52524.35,0,0.0,0.46,865,1646.86,4
10017,East Midtown/Murray Hill,Manhattan,5,31.0,16127.22,0,0.0,1.74,287,1779.6,5
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,5,52.46,9531.44,0,0.0,1.37,364,3818.94,5
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,10,24.61,40631.45,0,0.0,1.36,734,1806.48,10
10021,Lenox Hill/Upper East Side,Manhattan,6,13.58,44175.61,0,0.0,0.78,765,1731.72,6
10022,East Midtown,Manhattan,5,16.48,30334.8,0,0.0,1.15,435,1434.0,5
10023,Lincoln Square,Manhattan,8,13.27,60274.81,0,0.0,1.02,786,1304.03,8
10024,Upper West Side,Manhattan,12,20.93,57337.68,1,1.74,1.36,883,1540.0,12
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,15,16.25,92333.47,0,0.0,1.16,1290,1397.11,15
10026,Central Harlem (South),Manhattan,11,28.19,39018.03,0,0.0,2.28,483,1237.89,11
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,14,22.0,63631.04,0,0.0,1.58,885,1390.83,14
10028,Upper East Side/Yorkville,Manhattan,7,14.24,49155.08,0,0.0,1.12,627,1275.55,7
10029,East Harlem,Manhattan,13,16.49,78841.52,0,0.0,1.04,1247,1581.65,13
10030,Central Harlem (North),Manhattan,6,20.46,29321.91,0,0.0,2.05,293,999.25,6
10031,Hamilton Heights/West Harlem,Manhattan,12,19.82,60556.93,1,1.65,1.72,698,1152.63,12
10032,Washington Heights (South),Manhattan,13,21.14,61492.57,0,0.0,1.57,830,1349.76,13
10033,Washington Heights (North)/Washington Heights (South),Manhattan,9,15.2,59210.43,1,1.69,1.31,686,1158.58,9
10034,Inwood/Washington Heights (North),Manhattan,21,48.75,43073.65,0,0.0,3.66,573,1330.28,21
10035,East Harlem,Manhattan,9,26.14,34426.65,1,2.9,1.76,510,1481.41,9
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,10,38.15,26211.25,0,0.0,2.02,494,1884.69,10
10037,Central Harlem (North)/East Harlem,Manhattan,6,29.06,20649.62,1,4.84,2.26,266,1288.16,6
10038,Chinatown/Financial District,Manhattan,6,27.21,22047.96,0,0.0,1.8,333,1510.34,6
10039,Central Harlem (North)/Washington Heights (South),Manhattan,7,26.46,26457.52,0,0.0,2.29,306,1156.57,7
10040,Washington Heights (North),Manhattan,20,44.63,44808.28,0,0.0,3.2,625,1394.83,20
10044,Roosevelt Island,Manhattan,3,25.64,11700.29,0,0.0,2.33,129,1102.54,3
10065,Lenox Hill/Upper East Side,Manhattan,1,3.44,29061.49,0,0.0,0.25,400,1376.39,1
