MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,9,38.2,23563.03,1,4.24,1.94,463,1964.94,9
10002,Chinatown/Lower East Side,Manhattan,19,24.75,76755.41,6,7.82,1.88,1008,1313.26,19
10003,East Village/Gramercy/Greenwich Village,Manhattan,9,16.73,53801.62,-1,-1.86,1.25,721,1340.11,9
10004,Financial District,Manhattan,0,0.0,3650.61,0,0.0,0.0,47,1287.46,0
10005,Financial District,Manhattan,2,23.82,8396.11,0,0.0,1.72,116,1381.59,2
10006,Financial District,Manhattan,3,86.76,3457.77,0,0.0,5.26,57,1648.46,3
10007,TriBeCa,Manhattan,1,12.12,8249.73,0,0.0,0.81,124,1503.08,1
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,13,22.13,58747.99,1,1.7,1.64,793,1349.83,13
10010,Flatiron/Gramercy/Kips Bay,Manhattan,5,15.45,32371.86,-1,-3.09,1.13,443,1368.47,5
10011,Chelsea,Manhattan,5,10.1,49500.52,3,6.06,0.66,763,1541.4,5
10012,Greenwich Village/SoHo,Manhattan,7,29.19,23981.2,0,0.0,2.02,346,1442.8,7
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,6,20.67,29031.09,0,0.0,1.15,522,1798.07,6
10014,Hudson Square/Meatpacking District/West Village,Manhattan,7,22.55,31043.16,2,6.44,1.21,577,1858.7,7
10016,Kips Bay/Murray Hill/NoMad,Manhattan,6,11.42,52524.35,-1,-1.9,0.73,817,1555.47,6
10017,East Midtown/Murray Hill,Manhattan,3,18.6,16127.22,1,6.2,1.2,251,1556.37,3
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,10,104.92,9531.44,1,10.49,3.23,310,3252.39,10
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,5,12.31,40631.45,-2,-4.92,0.81,621,1528.37,5
10021,Lenox Hill/Upper East Side,Manhattan,8,18.11,44175.61,2,4.53,1.22,656,1484.98,8
10022,East Midtown,Manhattan,6,19.78,30334.8,2,6.59,1.12,536,1766.95,6
10023,Lincoln Square,Manhattan,9,14.93,60274.81,1,1.66,1.05,855,1418.5,9
10024,Upper West Side,Manhattan,16,27.9,57337.68,1,1.74,1.72,931,1623.71,16
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,21,22.74,92333.47,2,2.17,1.13,1860,2014.44,21
10026,Central Harlem (South),Manhattan,18,46.13,39018.03,4,10.25,3.25,553,1417.29,18
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,23,36.15,63631.04,4,6.29,2.02,1137,1786.86,23
