MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,5,21.22,23563.03,1,4.24,1.44,347,1472.65,5
10002,Chinatown/Lower East Side,Manhattan,12,15.63,76755.41,2,2.61,1.67,717,934.14,12
10003,East Village/Gramercy/Greenwich Village,Manhattan,11,20.45,53801.62,-1,-1.86,2.03,543,1009.26,11
10004,Financial District,Manhattan,0,0.0,3650.61,0,0.0,0.0,38,1040.92,0
10005,Financial District,Manhattan,1,11.91,8396.11,0,0.0,1.09,92,1095.75,1
10006,Financial District,Manhattan,2,57.84,3457.77,0,0.0,6.25,32,925.45,2
10007,TriBeCa,Manhattan,0,0.0,8249.73,0,0.0,0.0,100,1212.16,0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,12,20.43,58747.99,1,1.7,1.89,635,1080.89,12
10010,Flatiron/Gramercy/Kips Bay,Manhattan,5,15.45,32371.86,0,0.0,1.36,369,1139.88,5
10011,Chelsea,Manhattan,6,12.12,49500.52,0,0.0,1.06,568,1147.46,6
10012,Greenwich Village/SoHo,Manhattan,2,8.34,23981.2,0,0.0,0.83,241,1004.95,2
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,10,34.45,29031.09,0,0.0,2.51,398,1370.94,10
10014,Hudson Square/Meatpacking District/West Village,Manhattan,8,25.77,31043.16,0,0.0,1.79,446,1436.71,8
10016,Kips Bay/Murray Hill/NoMad,Manhattan,18,34.27,52524.35,1,1.9,2.7,667,1269.89,18
10017,East Midtown/Murray Hill,Manhattan,3,18.6,16127.22,0,0.0,2.14,140,868.1,3
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,8,83.93,9531.44,0,0.0,3.0,267,2801.26,8
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,11,27.07,40631.45,2,4.92,2.14,514,1265.03,11
10021,Lenox Hill/Upper East Side,Manhattan,8,18.11,44175.61,1,2.26,1.62,495,1120.53,8
10022,East Midtown,Manhattan,4,13.19,30334.8,2,6.59,1.02,392,1292.25,4
10023,Lincoln Square,Manhattan,8,13.27,60274.81,0,0.0,1.19,672,1114.89,8
10024,Upper West Side,Manhattan,17,29.65,57337.68,0,0.0,2.06,827,1442.33,17
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,37,40.07,92333.47,3,3.25,2.29,1619,1753.43,37
10026,Central Harlem (South),Manhattan,8,20.5,39018.03,0,0.0,2.07,387,991.85,8
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,22,34.57,63631.04,0,0.0,2.42,908,1426.98,22
10028,Upper East Side/Yorkville,Manhattan,7,14.24,49155.08,0,0.0,1.43,490,996.85,7
10029,East Harlem,Manhattan,19,24.1,78841.52,1,1.27,2.45,774,981.72,19
10030,Central Harlem (North),Manhattan,5,17.05,29321.91,0,0.0,1.87,267,910.58,5
10031,Hamilton Heights/West Harlem,Manhattan,17,28.07,60556.93,0,0.0,2.24,760,1255.02,17
10032,Washington Heights (South),Manhattan,24,39.03,61492.57,1,1.63,3.28,731,1188.76,24
10033,Washington Heights (North)/Washington Heights (South),Manhattan,20,33.78,59210.43,0,0.0,3.33,600,1013.33,20
10034,Inwood/Washington Heights (North),Manhattan,17,39.47,43073.65,0,0.0,3.77,451,1047.04,17
10035,East Harlem,Manhattan,11,31.95,34426.65,4,11.62,2.81,392,1138.65,11
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,10,38.15,26211.25,1,3.82,3.18,314,1197.96,10
10037,Central Harlem (North)/East Harlem,Manhattan,6,29.06,20649.62,3,14.53,2.87,209,1012.13,6
10038,Chinatown/Financial District,Manhattan,4,18.14,22047.96,-1,-4.54,2.13,188,852.69,4
10039,Central Harlem (North)/Washington Heights (South),Manhattan,6,22.68,26457.52,0,0.0,2.79,215,812.62,6
10040,Washington Heights (North),Manhattan,11,24.55,44808.28,-2,-4.46,2.56,430,959.64,11
10044,Roosevelt Island,Manhattan,2,17.09,11700.29,1,8.55,1.87,107,914.51,2
10065,Lenox Hill/Upper East Side,Manhattan,2,6.88,29061.49,0,0.0,0.58,343,1180.26,2
10069,Lincoln Square,Manhattan,2,31.56,6338.13,0,0.0,2.7,74,1167.54,2
10075,Lenox Hill/Upper East Side,Manhattan,2,8.46,23634.14,1,4.23,0.66,301,1273.58,2
10128,Upper East Side/Yorkville,Manhattan,10,16.3,61351.93,1,1.63,1.42,706,1150.74,10
10280,Battery Park City,Manhattan,2,20.79,9618.7,0,0.0,2.41,83,862.9,2
10282,Battery Park City,Manhattan,1,18.13,5515.44,-1,-18.13,2.0,50,906.55,1
10301,Silver Lake/St. George,Staten Island,12,30.29,39613.55,1,2.52,2.99,401,1012.28,12
10302,Elm Park,Staten Island,2,10.65,18773.99,0,0.0,1.41,142,756.37,2
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,19,72.43,26231.66,0,0.0,5.35,355,1353.33,19
10304,New Dorp/Todt Hill,Staten Island,8,18.85,42448.71,1,2.36,2.07,386,909.33,8
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,13,30.54,42560.99,3,7.05,3.44,378,888.14,13
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,9,16.76,53685.66,0,0.0,1.94,463,862.43,9
10307,Tottenville,Staten Island,0,0.0,15214.56,1,6.57,0.0,113,742.71,0
10308,Great Kills,Staten Island,5,16.87,29635.33,1,3.37,2.44,205,691.74,5
10309,Charleston/Prince's Bay/Woodrow,Staten Island,2,6.06,33004.98,0,0.0,0.8,251,760.49,2
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,5,20.95,23870.96,0,0.0,2.26,221,925.81,5
10312,Annadale/Rossville,Staten Island,5,8.29,60304.33,0,0.0,1.04,481,797.62,5
10314,Bloomfield/Freshkills Park,Staten Island,25,27.52,90834.29,3,3.3,2.92,891,980.91,26
10451,Concourse/Melrose,Bronx,9,18.86,47718.77,1,2.1,1.86,485,1016.37,9
10452,Concourse/Highbridge,Bronx,29,37.65,77035.04,3,3.89,3.62,802,1041.08,29
10453,Morris Heights/Mount Hope/University Heights,Bronx,30,36.95,81184.04,-1,-1.23,4.2,715,880.71,30
10454,Mott Haven/Port Morris,Bronx,12,31.39,38223.41,0,0.0,2.82,425,1111.88,12
10455,Mott Haven,Bronx,21,49.79,42174.38,0,0.0,4.9,429,1017.21,21
10456,Claremont/Morrisania,Bronx,34,36.39,93441.91,3,3.21,3.31,997,1066.97,33
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,29,38.83,74685.06,5,6.69,3.86,751,1005.56,29
10458,Belmont/Fordham University/Kingsbridge,Bronx,21,25.06,83807.74,3,3.58,3.05,689,822.12,21
10459,Charlotte Gardens/Hunts Point,Bronx,14,28.95,48354.56,2,4.14,2.7,519,1073.32,14
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,24,39.95,60073.25,2,3.33,4.39,547,910.56,24
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,6,12.13,49479.56,1,2.02,1.3,461,931.7,6
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,17,21.98,77332.41,3,3.88,2.32,732,946.56,17
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,15,21.04,71287.33,3,4.21,1.95,769,1078.73,15
10464,City Island,Bronx,2,45.94,4353.16,0,0.0,4.35,46,1056.7,2
10465,Country Club/Throgs Neck,Bronx,11,25.56,43030.43,2,4.65,2.92,377,876.12,11
10466,Edenwald/Wakefield,Bronx,23,31.87,72166.65,0,0.0,3.97,580,803.7,23
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,44,43.66,100784.05,-1,-0.99,4.52,974,966.42,44
10468,Fordham/Kingsbridge/University Heights,Bronx,31,40.43,76681.12,4,5.22,4.06,763,995.03,31
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,30,41.95,71508.25,3,4.2,3.64,797,1114.56,29
10470,Wakefield/Woodlawn,Bronx,4,28.36,14103.75,0,0.0,2.99,134,950.1,4
10471,Fieldston/North Riverdale/Riverdale,Bronx,5,23.53,21247.28,2,9.41,2.03,246,1157.8,5
10472,Soundview,Bronx,29,42.7,67913.94,2,2.94,4.7,617,908.5,29
10473,Castle Hill/Clason Point/Soundview,Bronx,23,37.14,61925.28,4,6.46,3.87,595,960.84,23
10474,Hunts Point,Bronx,6,48.24,12438.07,0,0.0,5.5,109,876.34,6
10475,Co-op City/Edenwald,Bronx,14,32.0,43743.21,2,4.57,3.47,404,923.57,14
