MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,8,33.95,23563.03,1,4.24,1.81,443,1880.06,8
10002,Chinatown/Lower East Side,Manhattan,19,24.75,76755.41,0,0.0,1.99,905,1179.07,18
10003,East Village/Gramercy/Greenwich Village,Manhattan,17,31.6,53801.62,0,0.0,2.13,892,1657.94,19
10004,Financial District,Manhattan,5,136.96,3650.61,0,0.0,5.68,88,2410.56,5
10005,Financial District,Manhattan,4,47.64,8396.11,0,0.0,2.38,168,2000.93,4
10006,Financial District,Manhattan,0,0.0,3457.77,0,0.0,0.0,56,1619.54,0
10007,TriBeCa,Manhattan,3,36.36,8249.73,0,0.0,1.94,155,1878.85,3
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,17,28.94,58747.99,0,0.0,2.26,841,1431.54,19
10010,Flatiron/Gramercy/Kips Bay,Manhattan,10,30.89,32371.86,0,0.0,1.44,624,1927.6,9
10011,Chelsea,Manhattan,15,30.3,49500.52,0,0.0,1.58,952,1923.21,15
10012,Greenwich Village/SoHo,Manhattan,11,45.87,23981.2,0,0.0,2.64,417,1738.86,11
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,2,6.89,29031.09,0,0.0,0.22,463,1594.84,1
10014,Hudson Square/Meatpacking District/West Village,Manhattan,10,32.21,31043.16,0,0.0,1.38,654,2106.74,9
10016,Kips Bay/Murray Hill/NoMad,Manhattan,21,39.98,52524.35,0,0.0,2.04,982,1869.61,20
10017,East Midtown/Murray Hill,Manhattan,3,18.6,16127.22,0,0.0,1.0,300,1860.21,3
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,5,52.46,9531.44,0,0.0,2.6,192,2014.39,5
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,16,39.38,40631.45,0,0.0,2.26,753,1853.24,17
10021,Lenox Hill/Upper East Side,Manhattan,11,24.9,44175.61,0,0.0,1.57,764,1729.46,12
10022,East Midtown,Manhattan,3,9.89,30334.8,0,0.0,0.57,525,1730.69,3
10023,Lincoln Square,Manhattan,12,19.91,60274.81,0,0.0,1.13,1058,1755.29,12
10024,Upper West Side,Manhattan,11,19.18,57337.68,0,0.0,1.0,1202,2096.35,12
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,20,21.66,92333.47,0,0.0,1.12,1778,1925.63,20
10026,Central Harlem (South),Manhattan,9,23.07,39018.03,0,0.0,1.68,537,1376.29,9
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,15,23.57,63631.04,1,1.57,1.83,767,1205.39,14
10028,Upper East Side/Yorkville,Manhattan,9,18.31,49155.08,0,0.0,1.22,823,1674.29,10
10029,East Harlem,Manhattan,26,32.98,78841.52,0,0.0,2.77,937,1188.46,26
10030,Central Harlem (North),Manhattan,4,13.64,29321.91,0,0.0,1.32,304,1036.77,4
10031,Hamilton Heights/West Harlem,Manhattan,29,47.89,60556.93,0,0.0,4.4,636,1050.25,28
10032,Washington Heights (South),Manhattan,15,24.39,61492.57,0,0.0,2.8,608,988.74,17
10033,Washington Heights (North)/Washington Heights (South),Manhattan,27,45.6,59210.43,1,1.69,4.58,589,994.76,27
10034,Inwood/Washington Heights (North),Manhattan,19,44.11,43073.65,0,0.0,4.39,433,1005.25,19
10035,East Harlem,Manhattan,10,29.05,34426.65,-1,-2.9,2.31,432,1254.84,10
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,10,38.15,26211.25,0,0.0,2.16,462,1762.6,10
10037,Central Harlem (North)/East Harlem,Manhattan,6,29.06,20649.62,1,4.84,2.64,227,1099.29,6
10038,Chinatown/Financial District,Manhattan,12,54.43,22047.96,0,0.0,3.43,350,1587.45,12
10039,Central Harlem (North)/Washington Heights (South),Manhattan,8,30.24,26457.52,0,0.0,3.2,250,944.91,8
10040,Washington Heights (North),Manhattan,19,42.4,44808.28,0,0.0,3.38,533,1189.51,18
10044,Roosevelt Island,Manhattan,2,17.09,11700.29,0,0.0,1.82,110,940.15,2
10065,Lenox Hill/Upper East Side,Manhattan,6,20.65,29061.49,0,0.0,1.05,573,1971.68,6
10069,Lincoln Square,Manhattan,0,0.0,6338.13,0,0.0,0.0,163,2571.74,0
10075,Lenox Hill/Upper East Side,Manhattan,4,16.92,23634.14,2,8.46,0.84,479,2026.73,4
10128,Upper East Side/Yorkville,Manhattan,15,24.45,61351.93,0,0.0,1.52,1051,1713.07,16
10280,Battery Park City,Manhattan,0,0.0,9618.7,0,0.0,0.0,142,1476.29,0
10282,Battery Park City,Manhattan,0,0.0,5515.44,0,0.0,0.0,64,1160.38,0
10301,Silver Lake/St. George,Staten Island,20,50.49,39613.55,0,0.0,3.55,564,1423.76,20
10302,Elm Park,Staten Island,9,47.94,18773.99,0,0.0,4.04,223,1187.81,9
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,13,49.56,26231.66,0,0.0,3.98,327,1246.59,13
10304,New Dorp/Todt Hill,Staten Island,23,54.18,42448.71,0,0.0,3.67,600,1413.47,22
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,37,86.93,42560.99,0,0.0,5.91,609,1430.89,36
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,39,72.65,53685.66,0,0.0,4.73,824,1534.86,39
10307,Tottenville,Staten Island,12,78.87,15214.56,0,0.0,5.15,233,1531.43,12
10308,Great Kills,Staten Island,16,53.99,29635.33,0,0.0,3.43,467,1575.82,16
10309,Charleston/Prince's Bay/Woodrow,Staten Island,14,42.42,33004.98,0,0.0,2.91,481,1457.36,14
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,11,46.08,23870.96,0,0.0,3.2,344,1441.08,11
10312,Annadale/Rossville,Staten Island,35,58.04,60304.33,1,1.66,4.03,894,1482.48,36
10314,Bloomfield/Freshkills Park,Staten Island,53,58.35,90834.29,0,0.0,4.19,1266,1393.75,53
