MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,11,46.68,23563.03,0,0.0,2.31,476,2020.11,11
10002,Chinatown/Lower East Side,Manhattan,36,46.9,76755.41,1,1.3,3.09,1132,1474.81,35
10003,East Village/Gramercy/Greenwich Village,Manhattan,3,5.58,53801.62,0,0.0,0.33,906,1683.96,3
10004,Financial District,Manhattan,0,0.0,3650.61,0,0.0,0.0,57,1561.38,0
10005,Financial District,Manhattan,7,83.37,8396.11,0,0.0,4.43,158,1881.82,7
10006,Financial District,Manhattan,2,57.84,3457.77,0,0.0,3.51,57,1648.46,2
10007,TriBeCa,Manhattan,-1,-12.12,8249.73,0,0.0,-0.63,159,1927.34,-1
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,21,35.75,58747.99,0,0.0,2.09,1051,1789.0,22
10010,Flatiron/Gramercy/Kips Bay,Manhattan,4,12.36,32371.86,0,0.0,0.76,523,1615.6,4
10011,Chelsea,Manhattan,3,6.06,49500.52,0,0.0,0.34,882,1781.8,3
10012,Greenwich Village/SoHo,Manhattan,8,33.36,23981.2,0,0.0,1.94,413,1722.18,8
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,9,31.0,29031.09,0,0.0,1.61,558,1922.08,9
10014,Hudson Square/Meatpacking District/West Village,Manhattan,7,22.55,31043.16,0,0.0,1.23,570,1836.15,7
10016,Kips Bay/Murray Hill/NoMad,Manhattan,7,13.33,52524.35,0,0.0,0.61,990,1884.84,6
10017,East Midtown/Murray Hill,Manhattan,3,18.6,16127.22,0,0.0,0.95,316,1959.42,3
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,10,104.92,9531.44,0,0.0,3.76,266,2790.76,10
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,11,27.07,40631.45,0,0.0,1.49,739,1818.79,11
10021,Lenox Hill/Upper East Side,Manhattan,2,4.53,44175.61,0,0.0,0.25,812,1838.12,2
10022,East Midtown,Manhattan,7,23.08,30334.8,1,3.3,1.3,539,1776.84,7
10023,Lincoln Square,Manhattan,13,21.57,60274.81,0,0.0,1.28,936,1552.89,12
