MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,11,46.68,23563.03,1,4.24,2.11,521,2211.09,11
10002,Chinatown/Lower East Side,Manhattan,43,56.02,76755.41,0,0.0,4.16,1033,1345.83,43
10003,East Village/Gramercy/Greenwich Village,Manhattan,15,27.88,53801.62,0,0.0,1.76,850,1579.88,15
10004,Financial District,Manhattan,1,27.39,3650.61,0,0.0,1.32,76,2081.84,1
10005,Financial District,Manhattan,4,47.64,8396.11,0,0.0,2.61,153,1822.27,4
10006,Financial District,Manhattan,3,86.76,3457.77,0,0.0,3.95,76,2197.95,3
10007,TriBeCa,Manhattan,2,24.24,8249.73,0,0.0,1.12,178,2157.65,2
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,14,23.83,58747.99,1,1.7,1.66,841,1431.54,14
10010,Flatiron/Gramercy/Kips Bay,Manhattan,11,33.98,32371.86,0,0.0,2.12,520,1606.33,11
10011,Chelsea,Manhattan,8,16.16,49500.52,0,0.0,0.88,913,1844.43,8
10012,Greenwich Village/SoHo,Manhattan,3,12.51,23981.2,0,0.0,0.83,361,1505.35,3
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,8,27.56,29031.09,0,0.0,1.29,619,2132.2,8
10014,Hudson Square/Meatpacking District/West Village,Manhattan,13,41.88,31043.16,2,6.44,1.94,670,2158.29,13
10016,Kips Bay/Murray Hill/NoMad,Manhattan,10,19.04,52524.35,0,0.0,1.14,881,1677.32,10
10017,East Midtown/Murray Hill,Manhattan,2,12.4,16127.22,1,6.2,0.74,269,1667.99,2
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,8,83.93,9531.44,1,10.49,2.48,323,3388.78,8
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,15,36.92,40631.45,0,0.0,1.62,928,2283.95,15
10021,Lenox Hill/Upper East Side,Manhattan,8,18.11,44175.61,0,0.0,1.02,782,1770.21,8
10022,East Midtown,Manhattan,9,29.67,30334.8,0,0.0,1.59,565,1862.55,9
10023,Lincoln Square,Manhattan,9,14.93,60274.81,0,0.0,0.94,953,1581.09,9
10024,Upper West Side,Manhattan,16,27.9,57337.68,0,0.0,1.57,1018,1775.45,16
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,7,7.58,92333.47,0,0.0,0.45,1763,1909.38,8
10026,Central Harlem (South),Manhattan,16,41.01,39018.03,0,0.0,3.37,475,1217.39,16
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,17,26.72,63631.04,2,3.14,1.88,905,1422.26,17
10028,Upper East Side/Yorkville,Manhattan,3,6.1,49155.08,0,0.0,0.4,758,1542.06,3
10029,East Harlem,Manhattan,17,21.56,78841.52,2,2.54,1.99,853,1081.92,17
10030,Central Harlem (North),Manhattan,10,34.1,29321.91,1,3.41,3.06,327,1115.21,10
10031,Hamilton Heights/West Harlem,Manhattan,24,39.63,60556.93,0,0.0,3.36,714,1179.06,24
10032,Washington Heights (South),Manhattan,23,37.4,61492.57,3,4.88,2.98,771,1253.81,23
10033,Washington Heights (North)/Washington Heights (South),Manhattan,18,30.4,59210.43,3,5.07,2.69,670,1131.56,18
10034,Inwood/Washington Heights (North),Manhattan,10,23.22,43073.65,1,2.32,1.91,524,1216.52,10
10035,East Harlem,Manhattan,26,75.52,34426.65,1,2.9,6.03,431,1251.94,26
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,10,38.15,26211.25,1,3.82,2.35,426,1625.26,10
10037,Central Harlem (North)/East Harlem,Manhattan,2,9.69,20649.62,2,9.69,0.89,224,1084.77,2
10038,Chinatown/Financial District,Manhattan,6,27.21,22047.96,0,0.0,1.86,322,1460.45,6
10039,Central Harlem (North)/Washington Heights (South),Manhattan,7,26.46,26457.52,2,7.56,2.93,239,903.33,7
10040,Washington Heights (North),Manhattan,15,33.48,44808.28,3,6.7,2.81,533,1189.51,15
10044,Roosevelt Island,Manhattan,1,8.55,11700.29,1,8.55,0.36,278,2376.01,1
10065,Lenox Hill/Upper East Side,Manhattan,-3,-10.32,29061.49,0,0.0,-0.58,520,1789.31,-3
10069,Lincoln Square,Manhattan,2,31.56,6338.13,0,0.0,1.94,103,1625.09,2
10075,Lenox Hill/Upper East Side,Manhattan,-1,-4.23,23634.14,1,4.23,-0.23,443,1874.41,-1
10128,Upper East Side/Yorkville,Manhattan,7,11.41,61351.93,0,0.0,0.71,985,1605.49,7
10280,Battery Park City,Manhattan,0,0.0,9618.7,0,0.0,0.0,108,1122.81,0
10282,Battery Park City,Manhattan,3,54.39,5515.44,0,0.0,3.9,77,1396.08,3
10301,Silver Lake/St. George,Staten Island,7,17.67,39613.55,0,0.0,1.43,491,1239.47,7
10302,Elm Park,Staten Island,3,15.98,18773.99,1,5.33,1.94,155,825.61,3
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,4,15.25,26231.66,0,0.0,1.9,210,800.56,4
10304,New Dorp/Todt Hill,Staten Island,5,11.78,42448.71,7,16.49,1.07,468,1102.51,5
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,10,23.5,42560.99,0,0.0,2.32,431,1012.66,10
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,11,20.49,53685.66,2,3.73,1.87,589,1097.13,11
10307,Tottenville,Staten Island,6,39.44,15214.56,-1,-6.57,3.61,166,1091.06,6
10308,Great Kills,Staten Island,14,47.24,29635.33,0,0.0,5.04,278,938.07,14
10309,Charleston/Prince's Bay/Woodrow,Staten Island,11,33.33,33004.98,0,0.0,3.13,351,1063.48,11
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,0,0.0,23870.96,0,0.0,0.0,265,1110.14,0
10312,Annadale/Rossville,Staten Island,25,41.46,60304.33,0,0.0,4.29,583,966.76,25
10314,Bloomfield/Freshkills Park,Staten Island,21,23.12,90834.29,1,1.1,2.43,907,998.52,22
10451,Concourse/Melrose,Bronx,16,33.53,47718.77,2,4.19,2.63,608,1274.13,16
10452,Concourse/Highbridge,Bronx,43,55.82,77035.04,1,1.3,4.91,875,1135.85,43
10453,Morris Heights/Mount Hope/University Heights,Bronx,60,73.91,81184.04,0,0.0,7.65,784,965.71,60
10454,Mott Haven/Port Morris,Bronx,25,65.4,38223.41,0,0.0,5.63,444,1161.59,25
10455,Mott Haven,Bronx,37,87.73,42174.38,1,2.37,6.45,574,1361.02,37
10456,Claremont/Morrisania,Bronx,67,71.7,93441.91,3,3.21,6.16,1087,1163.29,67
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,81,108.46,74685.06,1,1.34,10.07,804,1076.52,81
10458,Belmont/Fordham University/Kingsbridge,Bronx,76,90.68,83807.74,1,1.19,9.0,844,1007.07,76
10459,Charlotte Gardens/Hunts Point,Bronx,35,72.38,48354.56,0,0.0,5.61,624,1290.47,35
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,44,73.24,60073.25,3,4.99,6.36,692,1151.93,44
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,16,32.34,49479.56,3,6.06,2.79,574,1160.07,16
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,36,46.55,77332.41,0,0.0,4.17,864,1117.25,36
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,42,58.92,71287.33,-1,-1.4,4.36,964,1352.27,42
10464,City Island,Bronx,4,91.89,4353.16,0,0.0,6.78,59,1355.34,4
10465,Country Club/Throgs Neck,Bronx,23,53.45,43030.43,2,4.65,4.55,506,1175.91,23
10466,Edenwald/Wakefield,Bronx,34,47.11,72166.65,0,0.0,5.18,656,909.01,34
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,62,61.52,100784.05,1,0.99,5.57,1114,1105.33,62
10468,Fordham/Kingsbridge/University Heights,Bronx,61,79.55,76681.12,1,1.3,7.49,814,1061.54,61
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,49,68.52,71508.25,4,5.59,5.63,852,1191.47,48
10470,Wakefield/Woodlawn,Bronx,7,49.63,14103.75,1,7.09,5.56,126,893.38,7
10471,Fieldston/North Riverdale/Riverdale,Bronx,10,47.06,21247.28,1,4.71,3.57,280,1317.82,10
10472,Soundview,Bronx,54,79.51,67913.94,1,1.47,8.17,661,973.29,54
10473,Castle Hill/Clason Point/Soundview,Bronx,25,40.37,61925.28,0,0.0,4.19,596,962.45,25
10474,Hunts Point,Bronx,2,16.08,12438.07,0,0.0,1.98,101,812.02,2
10475,Co-op City/Edenwald,Bronx,33,75.44,43743.21,0,0.0,6.41,515,1177.33,33
11004,Bellerose/Douglaston-Little Neck,Queens,-1,-5.33,18758.55,-1,-5.33,-0.42,239,1274.09,-1
11101,Astoria (South)/Long Island City/Sunnyside,Queens,9,25.57,35204.11,-1,-2.84,1.34,673,1911.71,9
11102,Astoria (North),Queens,7,21.45,32632.92,1,3.06,1.75,401,1228.82,7
11103,Astoria (North)/Astoria (South),Queens,7,19.13,36585.65,0,0.0,1.45,483,1320.19,7
11104,Sunnyside,Queens,6,24.22,24775.7,0,0.0,1.43,421,1699.25,6
11105,Ditmars Steinway,Queens,3,8.36,35894.88,0,0.0,0.59,511,1423.6,3
11106,Astoria (South),Queens,12,31.04,38664.4,0,0.0,2.42,496,1282.83,12
11109,Long Island City,Queens,3,59.16,5070.64,0,0.0,2.4,125,2465.17,3
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,16,26.27,60908.15,1,1.64,1.35,1187,1948.84,16
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,19,25.89,73392.42,-1,-1.36,2.94,646,880.2,19
11204,Bensonhurst/Mapleton,Brooklyn,24,30.26,79322.45,1,1.26,3.7,676,852.22,25
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,6,13.63,44013.21,1,2.27,1.03,581,1320.06,6
11206,Williamsburg (South),Brooklyn,26,30.41,85496.61,0,0.0,2.49,1045,1222.27,26
11207,Cypress Hills/East New York,Brooklyn,23,25.8,89156.75,1,1.12,3.05,753,844.58,23
11208,Cypress Hills/East New York,Brooklyn,37,38.7,95607.69,4,4.18,4.3,861,900.56,37
11209,Bay Ridge/Fort Hamilton,Brooklyn,9,13.42,67081.12,0,0.0,1.15,785,1170.22,9
11210,Flatlands/Midwood,Brooklyn,16,23.85,67089.29,0,0.0,2.32,689,1026.99,16
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,41,41.17,99594.67,1,1.0,2.88,1459,1464.94,42
11212,Ocean Hill-Brownsville,Brooklyn,26,32.67,79589.99,3,3.77,4.04,644,809.15,26
11213,Crown Heights (East),Brooklyn,20,31.04,64425.94,1,1.55,2.67,749,1162.58,20
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,15,16.07,93333.46,1,1.07,2.06,727,778.93,15
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,8,11.44,69932.3,1,1.43,0.7,1138,1627.29,8
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,19,34.21,55537.72,0,0.0,2.26,841,1514.29,19
11217,Boerum Hill/Park Slope,Brooklyn,6,12.64,47476.67,1,2.11,0.87,688,1449.13,6
11218,Kensington/Windsor Terrace,Brooklyn,17,22.43,75806.47,0,0.0,1.88,906,1195.15,17
11219,Borough Park,Brooklyn,34,36.62,92858.07,4,4.31,4.17,792,852.91,33
11220,Sunset Park,Brooklyn,38,38.6,98450.0,0,0.0,3.65,1042,1058.41,38
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,20,24.49,81672.44,0,0.0,1.9,1054,1290.52,20
11222,Greenpoint,Brooklyn,7,19.26,36349.16,0,0.0,0.93,753,2071.57,7
11223,Gravesend/Homecrest,Brooklyn,21,26.26,79957.11,1,1.25,3.05,688,860.46,21
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,10,22.48,44487.34,3,6.74,2.62,381,856.42,10
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,18,31.19,57711.49,0,0.0,2.28,790,1368.88,18
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,36,36.34,99061.32,0,0.0,3.12,1186,1197.24,37
11228,Bath Beach/Dyker Heights,Brooklyn,10,22.62,44215.08,0,0.0,3.14,318,719.21,10
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,19,22.38,84909.16,1,1.18,2.55,744,876.23,19
11230,Midwood,Brooklyn,16,17.94,89165.77,6,6.73,1.84,868,973.47,16
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,5,13.52,36994.7,1,2.7,0.86,582,1573.2,5
11232,Sunset Park,Brooklyn,11,38.91,28271.09,1,3.54,3.49,315,1114.21,11
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,18,24.95,72145.54,0,0.0,2.76,653,905.11,18
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,16,16.79,95304.8,1,1.05,2.25,754,791.15,17
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,17,21.37,79540.14,3,3.77,2.3,740,930.35,17
11236,Canarsie,Brooklyn,30,30.98,96846.99,1,1.03,4.1,756,780.61,31
11237,Bushwick/East Williamsburg,Brooklyn,15,29.59,50695.72,0,0.0,2.28,657,1295.97,15
11238,Clinton Hill/Prospect Heights,Brooklyn,16,29.62,54015.79,0,0.0,1.43,1120,2073.47,16
11239,East New York,Brooklyn,1,8.06,12413.37,0,0.0,0.27,376,3028.99,1
11354,Flushing/Murray Hill,Queens,20,36.02,55518.32,2,3.6,2.48,807,1453.57,20
11355,Flushing/Murray Hill/Queensboro Hill,Queens,46,57.49,80013.97,1,1.25,3.98,1157,1446.0,46
11356,College Point,Queens,5,21.44,23322.74,0,0.0,2.24,223,956.15,5
11357,Whitestone,Queens,9,22.51,39975.56,2,5.0,2.28,394,985.6,9
11358,Auburndale/Murray Hill,Queens,7,19.7,35541.5,0,0.0,1.31,536,1508.1,7
11360,Bayside (North),Queens,3,15.9,18863.17,0,0.0,1.15,262,1388.95,3
11361,Bayside (North)/Bayside (South),Queens,3,10.73,27971.99,0,0.0,1.03,290,1036.75,3
11362,Douglaston-Little Neck,Queens,3,16.91,17738.01,0,0.0,1.66,181,1020.41,3
