MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,6,25.46,23563.03,1,4.24,1.29,465,1973.43,6
10002,Chinatown/Lower East Side,Manhattan,16,20.85,76755.41,6,7.82,1.65,970,1263.75,16
10003,East Village/Gramercy/Greenwich Village,Manhattan,11,20.45,53801.62,-1,-1.86,1.5,732,1360.55,11
10004,Financial District,Manhattan,0,0.0,3650.61,0,0.0,0.0,49,1342.24,0
10005,Financial District,Manhattan,1,11.91,8396.11,0,0.0,0.79,127,1512.61,1
10006,Financial District,Manhattan,3,86.76,3457.77,0,0.0,6.0,50,1446.02,3
10007,TriBeCa,Manhattan,1,12.12,8249.73,0,0.0,0.83,120,1454.59,1
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,12,20.43,58747.99,1,1.7,1.55,776,1320.9,12
10010,Flatiron/Gramercy/Kips Bay,Manhattan,2,6.18,32371.86,-1,-3.09,0.47,426,1315.96,2
10011,Chelsea,Manhattan,8,16.16,49500.52,3,6.06,1.05,762,1539.38,8
10012,Greenwich Village/SoHo,Manhattan,6,25.02,23981.2,0,0.0,1.82,330,1376.08,6
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,7,24.11,29031.09,0,0.0,1.34,523,1801.52,7
10014,Hudson Square/Meatpacking District/West Village,Manhattan,6,19.33,31043.16,2,6.44,1.03,580,1868.37,6
10016,Kips Bay/Murray Hill/NoMad,Manhattan,7,13.33,52524.35,-1,-1.9,0.9,778,1481.22,7
10017,East Midtown/Murray Hill,Manhattan,4,24.8,16127.22,1,6.2,1.82,220,1364.15,4
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,7,73.44,9531.44,1,10.49,2.57,272,2853.71,7
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,6,14.77,40631.45,-2,-4.92,0.9,663,1631.74,6
10021,Lenox Hill/Upper East Side,Manhattan,8,18.11,44175.61,2,4.53,1.19,670,1516.67,8
10022,East Midtown,Manhattan,4,13.19,30334.8,2,6.59,0.78,512,1687.83,4
10023,Lincoln Square,Manhattan,9,14.93,60274.81,1,1.66,1.05,856,1420.16,9
10024,Upper West Side,Manhattan,14,24.42,57337.68,2,3.49,1.51,926,1614.99,14
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,22,23.83,92333.47,2,2.17,1.25,1838,1990.61,23
10026,Central Harlem (South),Manhattan,15,38.44,39018.03,4,10.25,2.78,539,1381.41,15
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,22,34.57,63631.04,4,6.29,1.96,1125,1768.01,22
10028,Upper East Side/Yorkville,Manhattan,11,22.38,49155.08,1,2.03,1.71,644,1310.14,11
10029,East Harlem,Manhattan,13,16.49,78841.52,5,6.34,1.35,960,1217.63,13
10030,Central Harlem (North),Manhattan,5,17.05,29321.91,1,3.41,1.47,339,1156.13,5
10031,Hamilton Heights/West Harlem,Manhattan,23,37.98,60556.93,6,9.91,2.6,885,1461.43,23
10032,Washington Heights (South),Manhattan,29,47.16,61492.57,5,8.13,3.36,863,1403.42,29
10033,Washington Heights (North)/Washington Heights (South),Manhattan,21,35.47,59210.43,1,1.69,2.81,747,1261.6,21
10034,Inwood/Washington Heights (North),Manhattan,16,37.15,43073.65,-1,-2.32,2.75,581,1348.85,16
10035,East Harlem,Manhattan,13,37.76,34426.65,4,11.62,2.99,435,1263.56,13
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,6,22.89,26211.25,2,7.63,1.44,417,1590.92,6
10037,Central Harlem (North)/East Harlem,Manhattan,-6,-29.06,20649.62,-7,-33.9,-2.42,248,1200.99,-6
10038,Chinatown/Financial District,Manhattan,-1,-4.54,22047.96,-3,-13.61,-0.4,252,1142.96,-1
10039,Central Harlem (North)/Washington Heights (South),Manhattan,9,34.02,26457.52,3,11.34,3.38,266,1005.39,9
10040,Washington Heights (North),Manhattan,11,24.55,44808.28,0,0.0,1.85,595,1327.88,11
10044,Roosevelt Island,Manhattan,2,17.09,11700.29,1,8.55,1.53,131,1119.63,2
10065,Lenox Hill/Upper East Side,Manhattan,2,6.88,29061.49,1,3.44,0.43,461,1586.29,2
10069,Lincoln Square,Manhattan,1,15.78,6338.13,0,0.0,1.12,89,1404.2,1
10075,Lenox Hill/Upper East Side,Manhattan,-7,-29.62,23634.14,-4,-16.92,-1.86,377,1595.15,-7
10128,Upper East Side/Yorkville,Manhattan,14,22.82,61351.93,3,4.89,1.59,883,1439.24,14
10280,Battery Park City,Manhattan,4,41.59,9618.7,0,0.0,4.0,100,1039.64,4
10282,Battery Park City,Manhattan,2,36.26,5515.44,-1,-18.13,3.23,62,1124.12,2
10301,Silver Lake/St. George,Staten Island,11,27.77,39613.55,3,7.57,2.38,462,1166.27,11
10302,Elm Park,Staten Island,4,21.31,18773.99,0,0.0,2.58,155,825.61,4
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,8,30.5,26231.66,0,0.0,2.8,286,1090.29,8
10304,New Dorp/Todt Hill,Staten Island,10,23.56,42448.71,1,2.36,2.22,451,1062.46,10
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,10,23.5,42560.99,4,9.4,2.56,391,918.68,10
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,15,27.94,53685.66,1,1.86,2.95,508,946.25,15
10307,Tottenville,Staten Island,2,13.15,15214.56,2,13.15,1.67,120,788.72,2
10308,Great Kills,Staten Island,5,16.87,29635.33,1,3.37,2.12,236,796.35,5
10309,Charleston/Prince's Bay/Woodrow,Staten Island,4,12.12,33004.98,1,3.03,1.63,245,742.31,4
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,4,16.76,23870.96,0,0.0,1.63,246,1030.54,4
10312,Annadale/Rossville,Staten Island,11,18.24,60304.33,0,0.0,2.04,540,895.46,11
10314,Bloomfield/Freshkills Park,Staten Island,19,20.92,90834.29,2,2.2,1.88,955,1051.37,18
10451,Concourse/Melrose,Bronx,-6,-12.57,47718.77,-7,-14.67,-1.06,568,1190.31,-6
10452,Concourse/Highbridge,Bronx,37,48.03,77035.04,7,9.09,3.94,940,1220.22,37
10453,Morris Heights/Mount Hope/University Heights,Bronx,36,44.34,81184.04,0,0.0,4.17,863,1063.02,36
10454,Mott Haven/Port Morris,Bronx,19,49.71,38223.41,3,7.85,3.95,481,1258.39,19
10455,Mott Haven,Bronx,27,64.02,42174.38,4,9.48,4.8,562,1332.56,27
10456,Claremont/Morrisania,Bronx,42,44.95,93441.91,3,3.21,3.09,1325,1417.99,41
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,26,34.81,74685.06,4,5.36,2.99,871,1166.23,26
10458,Belmont/Fordham University/Kingsbridge,Bronx,30,35.8,83807.74,9,10.74,3.74,802,956.95,30
10459,Charlotte Gardens/Hunts Point,Bronx,24,49.63,48354.56,8,16.54,4.12,583,1205.68,24
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,20,33.29,60073.25,5,8.32,3.06,653,1087.01,20
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,-8,-16.17,49479.56,-6,-12.13,-1.47,545,1101.46,-8
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,21,27.16,77332.41,7,9.05,2.66,826,1068.12,22
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,19,26.65,71287.33,10,14.03,2.37,801,1123.62,19
10464,City Island,Bronx,3,68.92,4353.16,1,22.97,4.76,63,1447.22,3
10465,Country Club/Throgs Neck,Bronx,14,32.54,43030.43,2,4.65,3.14,446,1036.48,14
10466,Edenwald/Wakefield,Bronx,23,31.87,72166.65,4,5.54,3.76,612,848.04,23
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,33,32.74,100784.05,7,6.95,3.01,1130,1121.21,34
10468,Fordham/Kingsbridge/University Heights,Bronx,32,41.73,76681.12,9,11.74,3.64,879,1146.31,32
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,30,41.95,71508.25,14,19.58,3.3,880,1230.63,29
10470,Wakefield/Woodlawn,Bronx,4,28.36,14103.75,4,28.36,2.52,159,1127.36,4
10471,Fieldston/North Riverdale/Riverdale,Bronx,8,37.65,21247.28,8,37.65,2.95,271,1275.46,8
10472,Soundview,Bronx,33,48.59,67913.94,8,11.78,4.57,722,1063.11,33
10473,Castle Hill/Clason Point/Soundview,Bronx,30,48.45,61925.28,7,11.3,4.39,684,1104.56,30
10474,Hunts Point,Bronx,9,72.36,12438.07,1,8.04,8.74,103,828.1,9
10475,Co-op City/Edenwald,Bronx,11,25.15,43743.21,5,11.43,2.35,469,1072.17,11
11004,Bellerose/Douglaston-Little Neck,Queens,12,63.97,18758.55,9,47.98,4.12,291,1551.29,12
11101,Astoria (South)/Long Island City/Sunnyside,Queens,10,28.41,35204.11,2,5.68,1.77,564,1602.09,10
11102,Astoria (North),Queens,9,27.58,32632.92,-1,-3.06,2.18,413,1265.59,9
11103,Astoria (North)/Astoria (South),Queens,7,19.13,36585.65,1,2.73,1.57,446,1219.06,7
11104,Sunnyside,Queens,5,20.18,24775.7,4,16.14,1.24,403,1626.59,5
11105,Ditmars Steinway,Queens,3,8.36,35894.88,0,0.0,0.7,427,1189.58,3
11106,Astoria (South),Queens,13,33.62,38664.4,3,7.76,2.47,527,1363.01,13
11109,Long Island City,Queens,2,39.44,5070.64,0,0.0,2.25,89,1755.2,2
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,16,26.27,60908.15,3,4.93,1.53,1043,1712.41,16
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,9,12.26,73392.42,-4,-5.45,1.28,702,956.5,9
11204,Bensonhurst/Mapleton,Brooklyn,10,12.61,79322.45,0,0.0,1.21,828,1043.84,10
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,12,27.26,44013.21,2,4.54,1.72,696,1581.34,12
11206,Williamsburg (South),Brooklyn,13,15.21,85496.61,5,5.85,1.3,1000,1169.64,13
11207,Cypress Hills/East New York,Brooklyn,41,45.99,89156.75,9,10.09,4.4,931,1044.23,41
11208,Cypress Hills/East New York,Brooklyn,51,53.34,95607.69,9,9.41,4.38,1164,1217.48,51
11209,Bay Ridge/Fort Hamilton,Brooklyn,15,22.36,67081.12,3,4.47,2.14,701,1045.0,15
11210,Flatlands/Midwood,Brooklyn,23,34.28,67089.29,9,13.41,2.93,786,1171.57,23
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,16,16.07,99594.67,4,4.02,1.05,1422,1427.79,15
11212,Ocean Hill-Brownsville,Brooklyn,34,42.72,79589.99,7,8.8,4.59,740,929.77,34
11213,Crown Heights (East),Brooklyn,23,35.7,64425.94,3,4.66,2.75,835,1296.06,23
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,26,27.86,93333.46,3,3.21,2.48,1047,1121.78,26
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,3,4.29,69932.3,-1,-1.43,0.27,1115,1594.4,3
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,11,19.81,55537.72,1,1.8,1.36,806,1451.27,11
11217,Boerum Hill/Park Slope,Brooklyn,12,25.28,47476.67,4,8.43,1.85,649,1366.99,12
11218,Kensington/Windsor Terrace,Brooklyn,19,25.06,75806.47,0,0.0,1.97,964,1271.66,19
11219,Borough Park,Brooklyn,21,22.62,92858.07,7,7.54,2.24,936,1007.99,21
11220,Sunset Park,Brooklyn,34,34.54,98450.0,1,1.02,3.76,904,918.23,34
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,27,33.06,81672.44,10,12.24,2.87,942,1153.39,27
11222,Greenpoint,Brooklyn,8,22.01,36349.16,1,2.75,1.15,693,1906.51,8
11223,Gravesend/Homecrest,Brooklyn,15,18.76,79957.11,3,3.75,1.98,758,948.01,15
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,18,40.46,44487.34,5,11.24,3.99,451,1013.77,18
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,15,25.99,57711.49,8,13.86,1.8,834,1445.12,15
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,70,70.66,99061.32,31,31.29,6.11,1145,1155.85,70
11228,Bath Beach/Dyker Heights,Brooklyn,6,13.57,44215.08,3,6.79,1.82,329,744.09,6
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,15,17.67,84909.16,6,7.07,1.96,764,899.79,15
11230,Midwood,Brooklyn,28,31.4,89165.77,12,13.46,2.88,971,1088.98,28
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,6,16.22,36994.7,0,0.0,1.1,547,1478.59,6
11232,Sunset Park,Brooklyn,13,45.98,28271.09,1,3.54,3.36,387,1368.89,13
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,30,41.58,72145.54,3,4.16,4.44,676,936.99,30
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,16,16.79,95304.8,5,5.25,1.99,803,842.56,16
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,28,35.2,79540.14,10,12.57,3.31,845,1062.36,28
11236,Canarsie,Brooklyn,28,28.91,96846.99,13,13.42,3.8,736,759.96,28
11237,Bushwick/East Williamsburg,Brooklyn,13,25.64,50695.72,2,3.95,2.15,604,1191.42,13
11238,Clinton Hill/Prospect Heights,Brooklyn,8,14.81,54015.79,4,7.41,0.85,937,1734.68,8
11239,East New York,Brooklyn,7,56.39,12413.37,6,48.33,4.61,152,1224.49,7
11354,Flushing/Murray Hill,Queens,30,54.04,55518.32,14,25.22,2.45,1224,2204.68,30
11355,Flushing/Murray Hill/Queensboro Hill,Queens,40,49.99,80013.97,14,17.5,2.35,1703,2128.38,40
11356,College Point,Queens,12,51.45,23322.74,1,4.29,3.95,304,1303.45,12
11357,Whitestone,Queens,15,37.52,39975.56,13,32.52,2.29,654,1636.0,15
11358,Auburndale/Murray Hill,Queens,10,28.14,35541.5,5,14.07,1.6,626,1761.32,10
11360,Bayside (North),Queens,4,21.21,18863.17,11,58.31,1.4,285,1510.88,4
11361,Bayside (North)/Bayside (South),Queens,8,28.6,27971.99,14,50.05,2.22,361,1290.58,8
11362,Douglaston-Little Neck,Queens,3,16.91,17738.01,14,78.93,1.27,237,1336.11,3
11363,Douglaston-Little Neck,Queens,2,27.94,7159.03,0,0.0,2.25,89,1243.19,2
11364,Bayside (South)/Oakland Gardens,Queens,3,8.68,34562.6,8,23.15,0.67,450,1301.99,3
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,7,15.89,44050.79,10,22.7,1.13,622,1412.01,7
11366,Fresh Meadows/Hillcrest,Queens,5,36.29,13777.39,5,36.29,3.33,150,1088.74,5
11367,Kew Gardens Hills/Pomonok,Queens,10,23.79,42039.24,9,21.41,2.0,500,1189.36,10
11368,Corona/North Corona,Queens,87,77.96,111594.1,36,32.26,4.94,1780,1595.07,88
11369,Airport/East Elmhurst,Queens,11,30.17,36462.23,7,19.2,2.67,412,1129.94,11
11370,Jackson Heights/Rikers Island,Queens,9,27.47,32758.65,10,30.53,2.23,404,1233.26,9
11372,Jackson Heights,Queens,40,63.94,62562.88,16,25.57,3.96,1009,1612.78,40
11373,Elmhurst,Queens,22,23.69,92875.81,0,0.0,1.67,1261,1357.73,21
11374,Rego Park,Queens,15,35.67,42047.63,9,21.4,3.28,458,1089.24,15
11375,Forest Hills,Queens,-13,-18.43,70552.99,0,0.0,-1.69,770,1091.38,-13
11377,Woodside,Queens,19,21.97,86468.55,4,4.63,1.76,1082,1251.32,19
11378,Maspeth,Queens,3,8.67,34593.45,2,5.78,0.91,328,948.16,3
11379,Middle Village,Queens,19,52.49,36195.55,8,22.1,3.97,479,1323.37,19
11385,Glendale/Ridgewood,Queens,29,28.17,102929.91,17,16.52,2.7,1073,1042.46,29
11411,Cambria Heights,Queens,7,34.16,20494.26,13,63.43,4.38,160,780.71,7
11412,St. Albans,Queens,15,38.12,39346.92,14,35.58,4.29,350,889.52,15
11413,Laurelton/Rosedale,Queens,10,22.91,43647.97,34,77.9,2.9,345,790.41,10
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,5,17.69,28265.56,10,35.38,1.95,256,905.7,5
11415,Kew Gardens,Queens,6,31.19,19234.25,8,41.59,2.94,204,1060.61,6
