MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,1,4.24,23563.03,1,4.24,0.3,337,1430.21,1
10002,Chinatown/Lower East Side,Manhattan,20,26.06,76755.41,0,0.0,1.9,1054,1373.19,20
10003,East Village/Gramercy/Greenwich Village,Manhattan,11,20.45,53801.62,0,0.0,1.5,734,1364.27,11
10004,Financial District,Manhattan,3,82.18,3650.61,0,0.0,3.95,76,2081.84,3
10005,Financial District,Manhattan,2,23.82,8396.11,0,0.0,1.68,119,1417.32,2
10006,Financial District,Manhattan,2,57.84,3457.77,0,0.0,5.71,35,1012.21,2
10007,TriBeCa,Manhattan,4,48.49,8249.73,0,0.0,3.7,108,1309.13,4
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,10,17.02,58747.99,0,0.0,1.36,808,1375.37,11
10010,Flatiron/Gramercy/Kips Bay,Manhattan,8,24.71,32371.86,0,0.0,1.57,573,1770.06,9
10011,Chelsea,Manhattan,4,8.08,49500.52,0,0.0,0.65,616,1244.43,4
10012,Greenwich Village/SoHo,Manhattan,4,16.68,23981.2,0,0.0,1.34,298,1242.64,4
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,4,13.78,29031.09,1,3.44,1.1,364,1253.83,4
10014,Hudson Square/Meatpacking District/West Village,Manhattan,5,16.11,31043.16,0,0.0,1.14,437,1407.72,5
10016,Kips Bay/Murray Hill/NoMad,Manhattan,12,22.85,52524.35,0,0.0,1.68,716,1363.18,12
10017,East Midtown/Murray Hill,Manhattan,4,24.8,16127.22,0,0.0,1.82,220,1364.15,4
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,6,62.95,9531.44,0,0.0,4.58,131,1374.4,6
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,3,7.38,40631.45,0,0.0,0.61,658,1619.44,4
10021,Lenox Hill/Upper East Side,Manhattan,10,22.64,44175.61,0,0.0,1.56,576,1303.89,9
10022,East Midtown,Manhattan,2,6.59,30334.8,0,0.0,0.46,434,1430.7,2
10023,Lincoln Square,Manhattan,18,29.86,60274.81,0,0.0,2.5,761,1262.55,19
10024,Upper West Side,Manhattan,27,47.09,57337.68,0,0.0,3.15,825,1438.84,26
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,16,17.33,92333.47,0,0.0,1.13,1332,1442.6,15
10026,Central Harlem (South),Manhattan,9,23.07,39018.03,1,2.56,1.93,414,1061.05,8
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,9,14.14,63631.04,1,1.57,1.31,687,1079.66,9
10028,Upper East Side/Yorkville,Manhattan,7,14.24,49155.08,0,0.0,1.22,575,1169.77,7
10029,East Harlem,Manhattan,11,13.95,78841.52,0,0.0,1.66,785,995.67,13
10030,Central Harlem (North),Manhattan,5,17.05,29321.91,1,3.41,1.6,312,1064.05,5
10031,Hamilton Heights/West Harlem,Manhattan,7,11.56,60556.93,0,0.0,1.48,541,893.37,8
