MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS,TEST_RATE,POSITIVE_COUNT
10001,Chelsea/NoMad/West Chelsea,Manhattan,6,25.46,23563.03,0,0.0,1.53,392,1663.62,6
10002,Chinatown/Lower East Side,Manhattan,18,23.45,76755.41,0,0.0,1.28,1330,1732.78,17
10003,East Village/Gramercy/Greenwich Village,Manhattan,11,20.45,53801.62,1,1.86,0.38,2905,5399.47,11
10004,Financial District,Manhattan,1,27.39,3650.61,0,0.0,1.72,58,1588.78,1
10005,Financial District,Manhattan,2,23.82,8396.11,0,0.0,1.57,127,1512.61,2
10006,Financial District,Manhattan,0,0.0,3457.77,0,0.0,0.0,66,1908.74,0
10007,TriBeCa,Manhattan,0,0.0,8249.73,0,0.0,0.0,175,2121.28,0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,9,15.32,58747.99,0,0.0,0.86,1280,2178.8,11
10010,Flatiron/Gramercy/Kips Bay,Manhattan,5,15.45,32371.86,0,0.0,0.61,821,2536.15,5
10011,Chelsea,Manhattan,12,24.24,49500.52,1,2.02,1.19,1011,2042.4,12
10012,Greenwich Village/SoHo,Manhattan,4,16.68,23981.2,0,0.0,0.43,924,3853.02,4
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,3,10.33,29031.09,0,0.0,0.34,876,3017.45,3
10014,Hudson Square/Meatpacking District/West Village,Manhattan,2,6.44,31043.16,0,0.0,0.3,669,2155.06,2
10016,Kips Bay/Murray Hill/NoMad,Manhattan,10,19.04,52524.35,0,0.0,1.12,891,1696.36,10
10017,East Midtown/Murray Hill,Manhattan,1,6.2,16127.22,0,0.0,0.51,195,1209.14,1
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,-3,-31.47,9531.44,0,0.0,-1.94,155,1626.2,-3
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,7,17.23,40631.45,0,0.0,0.96,726,1786.79,7
10021,Lenox Hill/Upper East Side,Manhattan,7,15.85,44175.61,0,0.0,0.84,830,1878.86,7
10022,East Midtown,Manhattan,7,23.08,30334.8,0,0.0,1.46,480,1582.34,7
10023,Lincoln Square,Manhattan,6,9.95,60274.81,0,0.0,0.58,1038,1722.11,6
